age,monthly_income,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,brand_loyalty_score,environmental_awareness,time_pressure_level,shopping_preference,digital_engagement,online_intensity,physical_preference,online_spend_ratio,gender_Female,gender_Male,gender_Other,city_tier_Tier 1,city_tier_Tier 2,city_tier_Tier 3
72,166779,11,1.7,4,3,18,18,91371,118502,8,7,7,4,6,7,4,1,1,1,2,9.6,0.4864864864864865,7.8,0.5478534596474397,True,False,False,False,True,False
50,161320,2,2.3,2,1,28,19,4052,134162,2,7,3,10,5,1,9,1,7,5,2,8.2,0.5833333333333334,8.9,0.02511762262817612,False,False,True,False,True,False
79,86309,10,4.0,9,7,47,16,58848,75554,2,0,1,7,7,4,3,4,4,7,2,10.399999999999999,0.734375,11.6,0.6818213416753562,False,False,True,True,False,False
21,224394,4,0.7,10,4,18,5,84882,115966,2,4,6,7,3,3,1,5,6,1,2,8.3,0.75,1.5,0.3782704605717596,False,True,False,True,False,False
39,197792,8,3.1,9,3,8,6,80962,34859,7,3,5,2,5,10,8,8,6,8,2,10.0,0.5333333333333333,6.6,0.40932692259078934,False,True,False,False,False,True
19,161109,7,1.1,10,6,7,9,94523,9465,3,1,6,1,1,3,8,4,10,6,1,7.0,0.4117647058823529,4.9,0.5866985289553721,False,False,True,True,False,False
27,82421,5,1.2,7,3,48,8,1462,138868,6,8,2,6,10,7,9,3,5,5,2,8.200000000000001,0.8421052631578947,2.8,0.01773798257746718,True,False,False,True,False,False
22,227939,4,0.1,2,10,14,4,118443,112447,5,8,1,3,3,10,8,10,2,3,2,6.8,0.7368421052631579,7.4,0.5196235851539879,False,True,False,True,False,False
76,55612,14,3.9,3,3,33,1,29450,17909,5,2,2,5,2,5,9,10,3,2,2,9.0,0.9428571428571428,7.1,0.5295524427741715,False,False,True,False,True,False
27,234103,5,2.2,8,9,3,12,16984,59543,4,2,7,1,5,9,9,1,1,1,2,8.3,0.1875,3.2,0.07254895260226224,True,False,False,False,False,True
50,28450,7,1.3,9,2,26,10,16219,26435,6,9,1,9,9,10,4,3,5,8,0,8.5,0.7027027027027027,4.0,0.5700678359284383,True,False,False,False,True,False
71,24491,5,2.7,4,5,37,10,113639,20660,10,6,7,3,8,10,9,9,5,3,1,7.3,0.7708333333333334,3.0,4.639841580924384,True,False,False,False,False,True
55,132026,8,2.0,9,10,46,14,92269,10352,3,9,7,5,9,7,7,2,8,10,1,11.2,0.7540983606557377,11.4,0.698864626174949,False,True,False,False,False,True
30,89804,7,3.9,4,10,12,13,43791,127252,7,1,4,6,2,7,5,10,9,3,2,9.8,0.46153846153846156,3.3,0.4876231835643895,False,True,False,False,True,False
48,108293,7,1.2,2,2,31,10,139255,80437,5,0,6,1,4,10,10,5,6,7,2,2.9000000000000004,0.7380952380952381,10.0,1.2858976489925573,True,False,False,False,False,True
64,134498,9,2.3,7,6,34,12,17000,56272,6,2,3,9,8,10,2,6,1,4,2,9.999999999999998,0.723404255319149,6.2,0.12639499178432553,False,False,True,False,True,False
53,152863,8,3.6,9,4,47,17,21859,130407,1,5,6,3,2,10,1,3,5,8,2,5.0,0.7230769230769231,8.7,0.1429963889470379,False,True,False,True,False,False
62,120475,13,1.1,2,7,45,6,63840,73532,9,1,6,4,3,3,4,10,6,10,2,5.8,0.8653846153846154,2.6,0.5298980709850925,True,False,False,False,False,True
41,43314,12,1.9,8,1,35,16,104620,91387,2,0,3,3,9,8,9,5,9,3,2,12.8,0.6730769230769231,7.6,2.4153295625072144,False,False,True,False,True,False
69,66883,8,0.8,6,8,9,10,77495,141007,10,1,5,6,3,1,8,4,9,4,2,9.700000000000001,0.45,6.0,1.1586478081454459,False,False,True,True,False,False
73,240191,6,1.4,9,2,22,5,66570,6518,5,2,1,1,3,8,6,8,6,3,1,9.6,0.7857142857142857,5.5,0.27715327737809753,True,False,False,False,False,True
32,102086,7,0.5,5,4,22,13,13039,114591,10,8,1,9,2,3,6,6,8,10,2,4.7,0.6111111111111112,3.3,0.12772439194020785,False,True,False,False,True,False
46,211701,8,1.1,1,7,3,5,78757,114873,9,3,6,2,10,3,6,9,6,8,2,7.3999999999999995,0.3333333333333333,1.5,0.3720182142823403,False,False,True,True,False,False
25,116291,13,0.8,5,8,43,13,127320,2976,5,4,2,2,3,1,8,7,5,2,1,10.100000000000001,0.7543859649122807,11.3,1.0948302548756579,False,True,False,False,False,True
22,24967,5,1.6,10,9,4,18,72607,73550,8,8,4,4,10,7,2,2,9,2,2,9.8,0.17391304347826086,2.8,2.9080022428708747,True,False,False,False,True,False
46,227826,10,3.8,7,5,3,2,133984,77258,3,7,5,1,4,6,1,2,9,8,2,12.600000000000001,0.5,5.2,0.5880953530529744,False,False,True,False,False,True
64,58220,2,2.9,7,9,29,16,69824,2864,5,9,2,3,9,1,8,8,3,6,1,13.4,0.6304347826086957,7.6,1.1992923515569984,False,True,False,True,False,False
21,220235,14,4.2,4,9,40,19,47084,120257,9,8,2,10,3,1,5,5,2,3,2,12.4,0.6666666666666666,10.9,0.21378884469387385,False,False,True,False,False,True
29,151019,7,2.0,10,3,32,6,129476,2644,9,5,4,6,3,6,4,2,7,6,1,5.8,0.8205128205128205,6.6,0.8573433982254006,False,False,True,False,True,False
62,185491,10,1.3,6,7,47,16,2833,25825,8,2,5,1,9,1,7,2,2,10,1,9.2,0.734375,2.6,0.015272895866128998,False,True,False,False,True,False
19,71131,3,2.3,6,8,39,9,141639,9649,6,1,4,5,2,7,10,5,2,1,1,8.6,0.7959183673469388,3.9,1.9912135185289321,True,False,False,True,False,False
44,234786,10,1.7,10,1,12,17,14685,112894,3,5,4,5,7,3,1,4,8,3,2,5.199999999999999,0.4,3.7,0.06254605237939068,False,False,True,True,False,False
48,43876,11,3.0,10,10,17,17,98296,25952,6,2,7,4,5,1,1,10,1,3,1,11.8,0.4857142857142857,2.7,2.2402625521343755,False,False,True,True,False,False
68,234516,8,0.5,1,5,31,12,17884,93197,9,3,2,2,9,10,6,4,9,10,2,9.4,0.7045454545454546,5.2,0.07625886396295364,False,True,False,True,False,False
68,116448,6,2.4,5,1,32,7,137528,86243,2,7,4,4,10,5,10,3,2,7,2,8.299999999999999,0.8,10.7,1.1810148648764696,False,True,False,False,False,True
53,166043,11,4.5,7,3,6,4,4457,105243,5,0,2,2,9,8,10,7,10,9,2,11.4,0.5454545454545454,9.4,0.026842282768422827,True,False,False,True,False,False
53,208611,14,1.3,5,2,13,0,30433,132162,9,9,2,10,3,5,2,4,1,8,2,3.4000000000000004,0.9285714285714286,1.0,0.14588326654267253,False,True,False,False,False,True
43,244192,4,1.9,8,2,39,16,88298,107599,8,2,4,3,10,4,8,3,9,5,2,10.299999999999999,0.6964285714285714,3.6,0.36159103659810066,False,False,True,False,True,False
60,64228,2,0.3,1,4,47,4,95128,77449,3,4,3,1,10,7,7,5,1,3,2,8.299999999999999,0.9038461538461539,1.4,1.4810755266312725,False,True,False,False,False,True
44,89495,13,3.9,9,5,13,15,31445,69532,2,8,1,3,9,6,10,10,3,5,2,10.9,0.4482758620689655,10.5,0.35135648520604273,True,False,False,False,True,False
22,43261,7,2.4,2,1,9,17,14561,49966,3,6,6,1,5,2,4,9,3,6,2,6.0,0.3333333333333333,4.7,0.33657713466783784,False,True,False,True,False,False
37,121601,1,1.8,8,6,40,2,116837,61253,7,2,4,8,2,3,6,6,3,3,2,5.1,0.9302325581395349,10.2,0.9608147892304403,False,True,False,True,False,False
28,76260,7,2.6,5,5,38,17,91449,46303,8,7,1,1,10,7,3,6,2,5,2,13.2,0.6785714285714286,5.7,1.1991581542334877,False,False,True,True,False,False
79,227443,13,2.4,10,4,36,8,62685,20627,7,8,2,1,1,8,6,9,8,2,2,6.800000000000001,0.8,10.8,0.2756063030899914,True,False,False,False,False,True
27,230865,10,1.6,7,6,45,13,56377,144482,7,1,7,10,5,10,8,6,5,7,2,8.5,0.7627118644067796,6.3,0.2441979330000953,False,False,True,True,False,False
57,149418,13,0.7,7,2,17,16,35026,75321,8,6,1,7,7,9,4,6,2,10,2,5.0,0.5,2.6,0.2344146326772365,False,False,True,False,True,False
55,242415,10,2.7,1,8,18,18,48438,68837,8,4,3,2,10,8,10,6,9,1,2,4.8999999999999995,0.4864864864864865,3.8,0.19981354366048446,False,False,True,False,False,True
23,242026,7,2.5,8,6,39,14,99623,77247,5,5,3,4,8,7,9,8,6,7,2,10.0,0.7222222222222222,8.4,0.41161936478161526,True,False,False,False,False,True
25,71176,10,2.0,3,3,41,7,124743,64786,7,4,1,1,2,7,5,9,3,4,2,9.5,0.8367346938775511,8.7,1.7525745676271829,True,False,False,True,False,False
40,67300,13,2.1,4,4,42,3,136406,4617,9,9,2,6,4,10,10,8,4,3,1,5.200000000000001,0.9130434782608695,5.3,2.0268049508922603,False,False,True,False,False,True
64,157412,3,3.9,3,2,36,14,145831,18561,8,1,6,3,5,7,9,8,1,3,2,12.299999999999999,0.7058823529411765,9.4,0.9264228494469962,False,True,False,False,False,True
43,48012,4,2.9,2,4,46,16,26514,22716,9,6,6,3,9,6,10,4,7,8,2,8.200000000000001,0.7301587301587301,10.6,0.5522254389436194,False,True,False,True,False,False
63,181465,12,0.8,7,9,2,10,101104,103811,5,4,5,9,2,7,4,5,4,9,2,5.5,0.15384615384615385,10.0,0.5571512018780378,False,True,False,True,False,False
60,117153,4,4.2,10,4,6,11,59958,57475,4,0,6,7,1,2,3,2,6,5,2,8.3,0.3333333333333333,2.1,0.5117879031019,False,True,False,False,True,False
29,221205,4,3.4,5,8,6,13,77039,91665,6,3,1,9,4,6,10,2,8,3,2,11.9,0.3,3.3,0.3482681301592181,False,True,False,True,False,False
43,171629,9,3.3,7,3,37,6,145529,4191,6,5,4,9,7,7,3,2,10,8,1,5.8,0.8409090909090909,6.6,0.8479228573093283,False,False,True,True,False,False
30,210276,6,1.5,1,5,5,2,91100,44415,4,7,3,9,8,5,4,4,4,1,2,5.5,0.625,7.2,0.4332380621751309,False,True,False,True,False,False
57,88273,10,3.6,10,2,9,10,107061,107217,5,4,4,7,10,8,6,6,4,6,2,10.7,0.45,11.0,1.2128259736728821,False,True,False,False,True,False
79,127328,9,2.7,2,9,43,1,87347,82674,5,2,2,4,3,4,4,1,7,4,2,10.200000000000001,0.9555555555555556,4.1,0.6859945495527334,True,False,False,False,False,True
35,125304,12,1.0,6,9,35,16,68382,101376,6,1,6,5,7,7,9,4,5,2,2,5.9,0.6730769230769231,3.6,0.5457244323849807,True,False,False,False,True,False
42,121637,4,2.9,6,10,36,9,99681,14503,1,1,5,6,2,3,9,6,5,8,1,12.5,0.782608695652174,7.9,0.8194889754846347,True,False,False,False,False,True
50,163348,7,3.7,3,7,47,0,29615,82913,2,2,7,10,8,2,10,3,8,9,2,8.2,0.9791666666666666,4.0,0.1812989366326087,False,False,True,True,False,False
64,69639,13,3.2,10,2,26,12,100150,82500,6,9,7,10,6,9,9,6,5,3,2,9.0,0.6666666666666666,6.2,1.438110281447444,True,False,False,False,False,True
57,136939,12,0.2,1,4,44,13,60946,102366,10,2,7,8,6,8,7,10,2,4,2,5.9,0.7586206896551724,6.3,0.4450562290054038,False,True,False,False,False,True
77,22310,10,3.0,3,6,0,16,82364,74452,5,2,2,2,8,4,5,7,3,4,2,8.9,0.0,6.6,3.6916319304379006,True,False,False,False,True,False
60,181239,12,2.0,4,9,0,9,47771,143674,6,2,7,7,9,3,2,4,5,7,2,8.5,0.0,9.9,0.2635786802030457,False,True,False,False,True,False
29,117944,12,0.0,1,6,47,19,48443,24664,8,7,7,5,8,8,7,10,5,9,2,6.1,0.7014925373134329,6.9,0.41072533808130907,True,False,False,True,False,False
61,230952,9,3.3,7,4,20,14,43529,66872,7,8,5,5,7,10,10,1,2,6,2,9.200000000000001,0.5714285714285714,6.4,0.1884755772819578,True,False,False,False,True,False
53,156463,10,3.4,3,1,36,16,28272,39892,1,5,3,7,9,7,7,9,5,8,2,9.1,0.6792452830188679,8.6,0.1806933224256059,False,True,False,False,False,True
65,137013,3,2.5,8,7,27,12,33987,97665,7,3,4,1,3,6,2,7,8,10,2,11.399999999999999,0.675,3.2,0.24805494329046668,True,False,False,True,False,False
21,196693,13,1.2,7,7,48,7,122774,81522,2,2,3,1,1,1,7,5,1,5,2,7.4,0.8571428571428571,10.7,0.6241878247430018,False,True,False,False,True,False
22,156964,3,4.3,6,6,38,6,21079,20168,8,0,6,9,10,4,7,1,9,7,1,12.299999999999999,0.8444444444444444,6.6,0.13429108399961776,True,False,False,False,False,True
73,91733,6,3.2,8,3,35,16,83183,61765,9,2,2,4,4,4,2,1,7,9,2,9.8,0.6730769230769231,9.6,0.9067848344125407,False,True,False,True,False,False
54,224658,8,3.3,9,5,1,4,3898,23630,6,4,1,10,5,5,5,8,6,7,2,10.5,0.16666666666666666,5.4,0.017350740455534832,True,False,False,False,False,True
25,182214,1,3.7,2,7,1,3,104548,52122,7,0,7,8,5,8,1,1,9,5,2,12.0,0.2,5.3,0.573761764948001,False,True,False,True,False,False
59,191751,4,4.1,10,6,3,16,4573,65805,6,0,5,10,7,8,8,1,8,8,2,8.4,0.15,7.6,0.02384851266218866,True,False,False,True,False,False
66,187687,13,2.9,9,7,1,3,17726,97515,4,5,1,8,1,3,9,7,9,9,2,10.899999999999999,0.2,4.3,0.09444397084523251,True,False,False,False,True,False
45,193625,8,1.0,10,5,0,19,97278,126772,1,1,3,9,1,4,10,6,3,1,2,7.1,0.0,3.9,0.5024015369836695,False,False,True,True,False,False
48,124264,6,1.6,5,1,48,19,81344,118016,5,1,5,8,4,9,2,9,7,5,2,5.799999999999999,0.7058823529411765,9.9,0.6546010541986883,False,False,True,False,True,False
75,94071,14,1.8,1,10,39,10,10743,53590,1,5,2,1,6,7,9,2,8,6,2,10.4,0.78,6.0,0.11419976188451399,True,False,False,False,False,True
26,187074,2,4.1,1,5,17,9,9718,92267,8,8,2,4,2,3,1,7,10,7,2,9.7,0.6296296296296297,5.9,0.051947080048109044,False,False,True,True,False,False
71,137611,8,2.8,7,2,40,2,147128,109385,8,8,4,5,6,4,9,8,1,6,2,9.799999999999999,0.9302325581395349,3.2,1.069150946138418,True,False,False,False,True,False
68,85658,13,1.6,6,10,33,15,85311,17634,1,9,2,9,5,10,6,3,7,8,2,3.6,0.673469387755102,11.5,0.9959373796098484,False,False,True,False,True,False
46,24852,14,2.2,10,10,26,12,125589,29000,5,5,3,4,2,8,9,3,4,9,1,10.7,0.6666666666666666,2.2,5.053273246690541,True,False,False,False,False,True
31,20387,1,4.2,9,2,35,6,80959,86567,4,9,4,8,2,4,10,10,1,8,2,15.599999999999998,0.8333333333333334,6.6,3.9709142632921326,False,False,True,False,True,False
57,142571,12,3.3,1,4,38,10,24616,65259,6,3,4,10,8,10,8,5,4,9,2,9.700000000000001,0.7755102040816326,3.0,0.172656622618747,False,False,True,False,True,False
58,112295,1,3.9,10,6,25,18,90905,68605,10,8,7,4,9,1,5,5,8,4,2,10.0,0.5681818181818182,7.8,0.809512360190924,False,False,True,False,True,False
39,145381,7,1.0,10,5,10,1,145346,141746,3,1,7,6,10,9,4,6,9,7,2,6.6,0.8333333333333334,8.1,0.9997523764977783,False,True,False,True,False,False
28,54994,14,2.2,10,7,39,9,61256,110306,6,8,7,6,3,4,9,9,4,5,2,10.0,0.7959183673469388,6.9,1.1138467133375762,True,False,False,True,False,False
40,249484,10,1.7,10,10,2,10,88298,103163,7,3,7,8,3,9,7,2,2,10,2,8.100000000000001,0.15384615384615385,5.0,0.35392107741948414,False,True,False,False,False,True
18,131912,3,4.5,7,8,48,12,5623,121901,8,6,3,7,3,8,2,2,1,1,2,12.600000000000001,0.7868852459016393,11.2,0.04262657963961095,False,False,True,False,False,True
63,246486,12,2.3,8,10,27,19,78014,28535,9,5,3,3,5,3,7,9,5,6,2,12.7,0.574468085106383,8.9,0.31650350728435983,False,False,True,False,False,True
54,179797,12,1.8,10,1,35,0,98365,133909,1,9,7,1,9,1,6,3,7,1,2,9.6,0.9722222222222222,6.0,0.5470861744846995,True,False,False,False,True,False
38,218754,8,0.0,4,8,15,17,93626,125843,2,0,7,9,8,8,2,1,3,9,2,6.5,0.45454545454545453,2.7,0.4279947886905442,False,True,False,True,False,False
43,146632,9,4.3,1,3,34,6,71941,56799,9,0,2,8,7,6,7,2,1,3,2,8.4,0.8292682926829268,5.6,0.4906194376436409,False,True,False,False,False,True
63,139210,8,4.4,3,10,21,6,85775,134888,4,4,2,8,7,10,6,3,5,8,2,10.600000000000001,0.75,5.6,0.6161510225485055,False,False,True,False,True,False
53,71565,1,0.0,2,10,15,1,141779,79741,7,4,5,6,7,1,2,10,6,8,2,6.7,0.8823529411764706,6.1,1.981094374423609,False,False,True,False,False,True
71,16312,1,2.8,3,2,32,7,70717,44443,6,3,4,2,9,9,8,5,1,5,2,6.3999999999999995,0.8,8.7,4.335008888616441,False,False,True,False,True,False
40,164277,6,3.7,6,2,12,10,50389,132032,9,8,2,2,5,8,3,5,1,5,2,12.099999999999998,0.5217391304347826,5.0,0.30673005515041574,False,False,True,False,False,True
74,140882,12,3.1,10,5,48,16,51891,30127,8,8,4,8,5,10,2,5,7,7,2,10.7,0.7384615384615385,8.6,0.3683269095632546,False,True,False,False,True,False
18,157667,1,1.9,3,2,27,14,26758,94401,10,6,4,6,8,8,1,5,4,3,2,6.0,0.6428571428571429,7.4,0.16971103838445342,False,False,True,True,False,False
71,102566,8,1.3,10,4,43,11,123125,108983,5,9,1,1,5,3,6,6,6,3,2,4.1000000000000005,0.7818181818181819,2.1,1.2004348377158345,True,False,False,False,False,True
72,36329,13,4.0,4,3,15,19,30917,46955,1,5,5,1,2,4,8,10,8,1,2,11.700000000000001,0.42857142857142855,2.9,0.8510046793283788,True,False,False,False,False,True
68,249750,14,3.5,1,8,1,7,31041,11638,6,2,1,4,1,4,5,4,1,3,2,7.0,0.1111111111111111,9.7,0.12428779063947692,False,False,True,False,False,True
57,83187,6,3.3,6,9,25,4,108472,71793,3,3,6,7,4,5,2,4,2,4,2,10.4,0.8333333333333334,10.4,1.3039380679905757,False,False,True,False,False,True
32,90542,5,4.0,2,6,41,7,93741,36086,8,4,5,10,8,10,1,3,6,8,2,9.799999999999999,0.8367346938775511,6.7,1.0353202345846724,False,True,False,False,True,False
38,123237,13,5.3,4,4,27,12,5253,14131,1,9,1,8,8,8,9,5,1,4,1,13.299999999999999,0.675,5.2,0.04262483974098898,False,True,False,False,True,False
64,129476,6,2.1,5,2,2,13,44774,44707,7,1,6,10,7,10,2,4,10,6,2,9.899999999999999,0.125,4.3,0.34580659113201573,False,True,False,True,False,False
26,50645,4,2.1,5,8,43,13,3210,28539,10,2,1,4,6,2,8,2,3,8,2,7.3,0.7543859649122807,8.3,0.06338111598151877,True,False,False,False,False,True
70,102502,1,2.0,4,3,20,0,71461,45104,1,3,4,6,3,1,2,8,6,8,2,10.100000000000001,0.9523809523809523,7.0,0.6971600831195185,True,False,False,False,False,True
26,239454,7,1.3,3,2,31,0,67703,67687,3,2,4,6,8,1,1,5,8,10,2,6.9,0.96875,9.0,0.2827378839447913,True,False,False,False,True,False
27,102310,10,4.1,4,4,5,8,11349,117774,5,6,1,1,3,8,8,6,8,10,2,10.5,0.35714285714285715,5.8,0.11092648884284192,True,False,False,True,False,False
69,84619,9,4.2,3,2,4,6,39423,97084,6,6,3,10,1,6,7,5,4,9,2,10.5,0.36363636363636365,5.6,0.4658827700307256,False,False,True,True,False,False
74,48513,4,3.9,3,3,23,8,26384,43449,8,6,6,4,10,8,3,2,9,4,2,14.700000000000001,0.71875,5.8,0.5438430143875994,True,False,False,True,False,False
70,23749,13,4.7,4,9,0,1,78585,128519,3,8,1,3,8,9,2,2,3,6,2,11.4,0.0,5.1,3.308842105263158,False,False,True,False,False,True
43,176855,4,2.6,9,7,22,7,46153,48471,8,4,5,6,2,5,4,2,3,3,2,6.000000000000001,0.7333333333333333,9.7,0.26096372189804135,False,True,False,True,False,False
58,75645,9,3.0,9,1,15,0,84392,149373,7,3,3,3,6,7,9,7,7,5,2,7.699999999999999,0.9375,8.0,1.115617481426645,False,True,False,False,False,True
52,228933,4,3.3,8,10,7,3,142542,121271,10,5,3,7,9,1,4,2,3,2,2,11.8,0.6363636363636364,8.3,0.6226335974560354,False,False,True,False,True,False
69,68175,10,2.0,4,5,44,11,38074,107125,4,8,6,3,6,10,7,3,2,10,2,7.9,0.7857142857142857,7.1,0.5584663224595166,False,False,True,True,False,False
42,230288,4,1.1,2,5,24,3,99350,126068,6,5,6,9,4,8,10,5,9,8,2,7.6,0.8571428571428571,4.3,0.4314144401165492,True,False,False,False,False,True
43,208781,8,2.7,9,9,45,18,145787,95646,4,5,1,4,8,8,2,3,5,8,2,8.7,0.703125,5.8,0.6982737975495972,True,False,False,False,False,True
28,163395,11,1.9,6,1,10,6,36502,40621,3,4,5,5,1,2,7,1,5,5,2,3.0,0.5882352941176471,9.6,0.22339592156478738,False,True,False,True,False,False
55,65762,4,5.3,8,1,11,0,94725,568,2,6,5,8,4,2,9,1,8,6,1,9.799999999999999,0.9166666666666666,4.0,1.4403996168058026,True,False,False,False,False,True
19,234292,9,0.6,4,10,44,10,31114,118267,2,2,6,9,6,6,4,9,4,10,2,7.3999999999999995,0.8,11.0,0.13279952879514112,False,True,False,True,False,False
24,79222,11,2.4,8,7,7,3,13137,140775,10,5,2,2,4,1,5,9,8,1,2,5.6000000000000005,0.6363636363636364,8.3,0.16582305643563106,False,True,False,False,True,False
35,180565,8,2.9,6,7,9,3,36656,91523,6,5,6,3,3,5,5,1,7,2,2,7.2,0.6923076923076923,10.3,0.20300610303157848,False,True,False,False,False,True
44,204400,5,1.4,6,8,34,11,101228,967,8,5,1,9,6,8,5,6,2,8,1,7.499999999999999,0.7391304347826086,4.1,0.4952421954882804,False,False,True,True,False,False
51,27213,9,1.9,6,4,37,16,1253,124033,8,4,2,7,8,8,2,3,8,1,2,7.6,0.6851851851851852,8.6,0.0460424781362534,False,False,True,True,False,False
44,112367,8,2.6,9,7,20,10,52501,84849,4,5,5,2,6,9,6,8,7,1,2,10.1,0.6451612903225806,2.0,0.46722376477288907,False,True,False,False,False,True
34,193002,14,1.0,1,6,17,4,132724,75294,9,0,1,10,1,8,8,10,1,9,2,7.0,0.7727272727272727,5.4,0.6876784298689658,False,True,False,True,False,False
60,173785,10,3.0,1,1,17,1,121404,113693,5,0,4,5,3,10,5,8,5,4,2,9.799999999999999,0.8947368421052632,8.1,0.6985833151116891,False,True,False,True,False,False
76,122157,4,4.6,5,2,25,8,67551,137314,4,6,7,4,8,8,7,5,9,6,2,9.399999999999999,0.7352941176470589,9.8,0.5529805661520326,False,True,False,False,False,True
61,218795,4,2.0,1,8,19,15,136307,106315,10,2,7,1,1,4,4,10,10,9,2,9.200000000000001,0.5428571428571428,2.5,0.6229867090806047,True,False,False,False,False,True
76,244408,1,3.5,10,6,24,17,134957,115445,3,7,4,10,8,1,2,10,9,7,2,13.0,0.5714285714285714,8.7,0.5521768838299735,False,True,False,False,True,False
68,47583,4,4.7,9,7,30,11,98311,88796,3,2,2,8,7,4,7,6,5,7,2,12.0,0.7142857142857143,3.1,2.066051613987895,False,False,True,False,False,True
71,143792,12,3.8,4,8,17,11,124896,126265,3,2,7,1,6,6,7,1,10,3,2,10.100000000000001,0.5862068965517241,10.1,0.8685819198431078,True,False,False,False,True,False
41,94944,13,1.6,2,5,15,3,139935,62996,6,8,1,9,1,2,1,9,8,1,2,6.199999999999999,0.7894736842105263,8.3,1.4738532834799094,False,True,False,False,True,False
42,37369,8,0.5,3,5,44,17,108925,92088,1,9,3,4,9,5,10,3,8,7,2,7.2,0.7096774193548387,7.7,2.9147712068504146,False,False,True,True,False,False
24,194000,12,2.1,9,2,42,15,13089,126623,8,4,7,4,9,10,7,3,10,4,2,7.8999999999999995,0.7241379310344828,3.5,0.06746872438801862,True,False,False,True,False,False
69,215022,12,2.6,8,4,17,4,101726,46667,4,2,4,1,4,6,8,3,8,7,2,10.1,0.7727272727272727,3.4,0.47309357603605195,False,False,True,False,False,True
23,130844,5,0.0,3,2,47,1,79344,147156,5,4,1,3,1,2,4,3,1,3,2,2.6,0.9591836734693877,3.1,0.6063968818067179,True,False,False,True,False,False
70,34510,6,2.5,8,7,13,12,36699,98404,3,6,4,3,5,3,5,10,3,2,2,8.799999999999999,0.5,7.2,1.063400075338298,False,True,False,False,True,False
41,27120,4,1.4,4,9,6,10,140035,57496,5,7,1,8,5,1,4,10,4,5,2,9.1,0.35294117647058826,4.0,5.163342059658567,False,True,False,True,False,False
50,114847,14,2.3,6,2,37,2,43930,45735,3,9,1,7,5,9,8,6,7,9,2,8.799999999999999,0.925,6.2,0.3825055725828922,True,False,False,False,True,False
66,113575,5,2.1,4,4,48,5,61268,134960,1,2,2,6,10,5,3,7,3,1,2,7.800000000000001,0.8888888888888888,7.5,0.5394449531591181,True,False,False,False,False,True
46,144269,10,2.2,5,8,28,13,132238,61248,9,0,5,6,4,5,9,9,6,4,2,8.3,0.6666666666666666,8.3,0.9166008179108616,False,False,True,False,False,True
60,20295,8,3.5,10,9,22,5,13507,46248,2,4,5,8,1,5,3,3,4,10,2,8.2,0.7857142857142857,2.5,0.6655005912495073,False,False,True,False,False,True
39,35460,12,1.2,9,4,46,12,16706,21604,6,9,1,4,1,7,7,9,2,6,0,8.4,0.7796610169491526,9.2,0.4711091057781788,True,False,False,False,True,False
43,29963,9,0.1,2,8,41,0,57411,139715,3,7,1,4,3,3,2,7,6,3,2,7.699999999999999,0.9761904761904762,1.0,1.9159991990388465,False,True,False,False,True,False
45,92116,3,3.6,9,7,48,16,46468,38490,8,1,4,4,7,10,10,2,4,4,2,7.500000000000001,0.7384615384615385,6.6,0.5044454335247566,False,False,True,True,False,False
67,233894,10,3.3,3,5,33,10,99099,121729,1,5,1,5,7,8,3,3,9,5,2,11.3,0.75,5.0,0.423690117360354,False,False,True,False,True,False
38,42328,4,3.2,5,4,16,1,139872,45311,8,8,1,6,6,1,4,4,2,10,2,8.3,0.8888888888888888,5.1,3.304401237921992,False,False,True,False,True,False
66,99629,1,1.3,7,6,44,1,48215,131908,6,8,5,3,4,5,2,10,6,7,2,7.1,0.9565217391304348,6.1,0.48394058014654223,True,False,False,True,False,False
24,139034,11,3.3,2,6,17,15,140557,132037,7,6,4,6,5,7,9,4,8,3,2,13.6,0.5151515151515151,4.5,1.0109468838781601,True,False,False,False,False,True
34,36605,5,0.8,4,2,18,11,55017,34303,7,0,3,5,8,3,5,4,3,1,2,10.2,0.6,3.1,1.50295033601049,False,False,True,True,False,False
37,125901,4,2.1,1,3,1,8,30476,128781,4,0,4,10,1,2,7,4,7,7,2,5.5,0.1,3.8,0.24206128576194183,False,True,False,False,False,True
58,190885,6,4.5,3,6,28,4,21847,123279,3,1,5,6,4,5,6,2,3,3,2,8.5,0.8484848484848485,2.4,0.11445050972831952,False,True,False,False,False,True
66,192443,6,3.3,6,4,1,13,27293,17600,4,8,2,6,6,6,8,9,5,2,2,7.6,0.06666666666666667,4.3,0.1418230758038702,False,True,False,True,False,False
37,123241,13,2.4,2,3,17,2,67573,148599,10,1,1,1,8,2,1,5,9,6,2,11.9,0.85,4.2,0.5482952240307687,True,False,False,True,False,False
71,62598,10,2.3,8,4,38,6,13391,4551,7,6,4,10,7,4,6,2,8,10,1,7.5,0.8444444444444444,1.6,0.2139171552261218,False,True,False,False,False,True
39,206848,6,1.1,7,6,41,17,132852,94461,10,2,4,2,1,9,6,3,7,5,2,4.8,0.6949152542372882,7.7,0.6422656140469618,False,True,False,True,False,False
